Order ID,Customer,Product,Category,Quantity,Price,Date
ORD0406,Gaurav,Smartwatch,Electronics,3,12000,2026-01-07
ORD0407,Shreya,Gaming Console,Electronics,5,40000,2026-07-24
ORD0408,Ramesh,Yoga Mat,Fitness,4,1200,2026-07-04
ORD0409,Ishita,Vacuum Cleaner,Home Utility,3,8000,2026-07-04
ORD0410,Rahul,Watch,Accessories,4,5000,2026-01-20
ORD0411,Shreya,Watch,Accessories,3,5000,2026-06-17
ORD0412,Parth,Shorts,Apparel,4,1200,2026-04-04
ORD0413,Aarti,Water Bottle,Fitness,4,400,2026-04-03
ORD0414,Bhavna,Sneakers,Footwear,3,2800,2026-05-23
ORD0415,Gaurav,Gaming Console,Electronics,5,40000,2026-06-17
ORD0416,Sunil,Pen Set,Stationery,5,150,2026-04-21
ORD0417,Naina,Wireless Mouse,Electronics,2,799,2026-04-14
ORD0418,Priya,Shorts,Apparel,1,1200,2026-02-18
ORD0419,Rajesh,Notebook,Stationery,5,80,2026-05-01
ORD0420,Ashok,Belt,Accessories,5,800,2026-07-05
ORD0421,Suresh,Bedsheet,Home Utility,4,1500,2026-06-04
ORD0422,Anita,Pressure Cooker,Kitchenware,4,2200,2026-06-05
ORD0423,Suresh,Smartwatch,Electronics,5,12000,2026-07-25
ORD0424,Abhishek,Dress,Apparel,5,2500,2026-04-09
ORD0425,Shalini,Handbag,Accessories,5,3500,2026-06-08
ORD0426,Sunil,Dumbbells,Fitness,5,2000,2026-04-13
ORD0427,Suraj,Jeans,Apparel,5,2000,2026-02-03
ORD0428,Chirag,Water Bottle,Fitness,3,400,2026-05-08
ORD0429,Rahul,Smartphone,Electronics,3,15000,2026-05-18
ORD0430,Ramesh,Pen Set,Stationery,5,150,2026-07-06
ORD0431,Amit,Dinner Set,Kitchenware,3,5000,2026-07-17
ORD0432,Naveen,Refrigerator,Home Utility,4,45000,2026-02-20
ORD0433,Yogesh,Jacket,Apparel,4,3500,2026-02-11
ORD0434,Sneha,Resistance Bands,Fitness,4,600,2026-05-29
ORD0435,Mohit,Dinner Set,Kitchenware,3,5000,2026-01-18
ORD0436,Ashok,Running Shoes,Footwear,4,3500,2026-07-17
ORD0437,Monika,Wallet,Accessories,1,1200,2026-05-13
ORD0438,Neha,Resistance Bands,Fitness,1,600,2026-05-26
ORD0439,Sanjay,Cap,Apparel,4,500,2026-04-30
ORD0440,Pallavi,Coffee Mug,Kitchenware,2,250,2026-07-24
ORD0441,Rajesh,Iron,Home Utility,4,2500,2026-03-07
ORD0442,Ishita,Washing Machine,Home Utility,5,35000,2026-07-05
ORD0443,Sameer,Socks,Apparel,2,300,2026-03-13
ORD0444,Shalini,Running Shoes,Footwear,5,3500,2026-02-26
ORD0445,Chhavi,Treadmill,Fitness,5,45000,2026-04-09
ORD0446,Gaurav,Belt,Accessories,4,800,2026-04-05
ORD0447,Monika,Pen Set,Stationery,2,150,2026-06-28
ORD0448,Simran,Monitor,Electronics,1,18000,2026-06-05
ORD0449,Mitali,Bedsheet,Home Utility,2,1500,2026-02-16
ORD0450,Anita,Headphones,Electronics,4,3200,2026-07-24
ORD0451,Pooja,Sneakers,Footwear,2,2800,2026-03-02
ORD0452,Sneha,Microwave Oven,Kitchenware,5,12000,2026-02-14
ORD0453,Shreya,Backpack,Accessories,4,1800,2026-02-20
ORD0454,Pooja,Toaster,Kitchenware,3,1800,2026-03-21
ORD0455,Neha,Dress,Apparel,2,2500,2026-03-22
ORD0456,Anjali,Washing Machine,Home Utility,5,35000,2026-05-25
ORD0457,Jyoti,LED Bulb,Home Utility,3,150,2026-05-13
ORD0458,Abhishek,Bedsheet,Home Utility,2,1500,2026-07-13
ORD0459,Sanjay,Knife Set,Kitchenware,4,1200,2026-07-17
ORD0460,Ravi,Whiteboard Marker,Stationery,2,250,2026-01-22
ORD0461,Amit,Dumbbells,Fitness,3,2000,2026-06-22
ORD0462,Harish,Headphones,Electronics,2,3200,2026-04-01
ORD0463,Varun,Smartphone,Electronics,5,15000,2026-07-20
ORD0464,Radhika,Hoodie,Apparel,3,1800,2026-04-16
ORD0465,Simran,LED Bulb,Home Utility,1,150,2026-03-16
ORD0466,Ajay,Calendar Planner,Stationery,5,500,2026-07-26
ORD0467,Komal,Water Bottle,Fitness,2,400,2026-02-01
ORD0468,Nikita,Whiteboard Marker,Stationery,3,250,2026-05-30
ORD0469,Ishita,Highlighter Pack,Stationery,2,200,2026-02-22
ORD0470,Manish,Jump Rope,Fitness,5,300,2026-02-24
ORD0471,Bhavna,Gaming Console,Electronics,4,40000,2026-04-21
ORD0472,Vikram,Sticky Notes,Stationery,3,100,2026-06-25
ORD0473,Lavanya,Treadmill,Fitness,2,45000,2026-04-14
ORD0474,Sanya,Wireless Mouse,Electronics,5,799,2026-02-21
ORD0475,Kartik,Watch,Accessories,5,5000,2026-01-11
ORD0476,Bhavna,Socks,Apparel,2,300,2026-05-31
ORD0477,Trisha,Smartphone,Electronics,4,15000,2026-05-15
ORD0478,Sanjay,Pen Set,Stationery,2,150,2026-03-13
ORD0479,Pallavi,Sports Gloves,Fitness,3,800,2026-03-12
ORD0480,Yogesh,T-shirt,Apparel,3,699,2026-05-30
ORD0481,Naina,Sneakers,Footwear,1,2800,2026-06-07
ORD0482,Shalini,Running Shoes,Footwear,5,3500,2026-03-27
ORD0483,Parth,Coffee Mug,Kitchenware,1,250,2026-04-08
ORD0484,Ramesh,Frying Pan,Kitchenware,5,1500,2026-05-21
ORD0485,Devendra,Smartphone,Electronics,3,15000,2026-05-21
ORD0486,Pallavi,Highlighter Pack,Stationery,5,200,2026-04-17
ORD0487,Naina,Dinner Set,Kitchenware,4,5000,2026-07-04
ORD0488,Kavita,Hiking Boots,Footwear,5,6000,2026-01-21
ORD0489,Swati,Dress,Apparel,2,2500,2026-07-12
ORD0490,Aarti,Pressure Cooker,Kitchenware,1,2200,2026-06-25
ORD0491,Rajesh,Headphones,Electronics,1,3200,2026-01-02
ORD0492,Prakash,Headphones,Electronics,3,3200,2026-06-11
ORD0493,Yogesh,Handbag,Accessories,3,3500,2026-04-29
ORD0494,Sameer,Highlighter Pack,Stationery,3,200,2026-02-08
ORD0495,Kiran,Backpack,Accessories,3,1800,2026-04-06
ORD0496,Priya,Sports Gloves,Fitness,3,800,2026-01-07
ORD0497,Jyoti,Smartwatch,Electronics,4,12000,2026-06-13
ORD0498,Bhavna,Sneakers,Footwear,3,2800,2026-06-16
ORD0499,Aarti,Sunglasses,Accessories,1,2500,2026-03-31
ORD0500,Radhika,Smartwatch,Electronics,3,12000,2026-04-01
